# id;timestamp;commentText;codeText;commentWords;codeWords
HttpComponentsClientHttpRequestFactory -> @Override 	public void destroy() throws Exception;1377627757;Shutdown hook that closes the underlying_{@link org.apache.http.conn.ClientConnectionManager ClientConnectionManager}'s_connection pool, if any.;@Override_	public void destroy() throws Exception {_		getHttpClient().getConnectionManager().shutdown()__	};shutdown,hook,that,closes,the,underlying,link,org,apache,http,conn,client,connection,manager,client,connection,manager,s,connection,pool,if,any;override,public,void,destroy,throws,exception,get,http,client,get,connection,manager,shutdown
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1495868221;Set the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public void setHttpClient(HttpClient httpClient) {_		this.httpClient = httpClient__	};set,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,void,set,http,client,http,client,http,client,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1496837955;Set the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public void setHttpClient(HttpClient httpClient) {_		this.httpClient = httpClient__	};set,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,void,set,http,client,http,client,http,client,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1497453044;Set the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public void setHttpClient(HttpClient httpClient) {_		Assert.notNull(httpClient, "HttpClient must not be null")__		this.httpClient = httpClient__	};set,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,void,set,http,client,http,client,http,client,assert,not,null,http,client,http,client,must,not,be,null,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1498780456;Set the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public void setHttpClient(HttpClient httpClient) {_		Assert.notNull(httpClient, "HttpClient must not be null")__		this.httpClient = httpClient__	};set,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,void,set,http,client,http,client,http,client,assert,not,null,http,client,http,client,must,not,be,null,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1500416137;Set the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public void setHttpClient(HttpClient httpClient) {_		Assert.notNull(httpClient, "HttpClient must not be null")__		this.httpClient = httpClient__	};set,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,void,set,http,client,http,client,http,client,assert,not,null,http,client,http,client,must,not,be,null,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1520890308;Set the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public void setHttpClient(HttpClient httpClient) {_		Assert.notNull(httpClient, "HttpClient must not be null")__		this.httpClient = httpClient__	};set,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,void,set,http,client,http,client,http,client,assert,not,null,http,client,http,client,must,not,be,null,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(HttpClient httpClient);1523025317;Set the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public void setHttpClient(HttpClient httpClient) {_		Assert.notNull(httpClient, "HttpClient must not be null")__		this.httpClient = httpClient__	};set,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,void,set,http,client,http,client,http,client,assert,not,null,http,client,http,client,must,not,be,null,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public HttpClient getHttpClient();1328020251;Return the {@code HttpClient} used by this factory.;public HttpClient getHttpClient() {_		return this.httpClient__	};return,the,code,http,client,used,by,this,factory;public,http,client,get,http,client,return,this,http,client
HttpComponentsClientHttpRequestFactory -> public HttpClient getHttpClient();1340398642;Return the {@code HttpClient} used by this factory.;public HttpClient getHttpClient() {_		return this.httpClient__	};return,the,code,http,client,used,by,this,factory;public,http,client,get,http,client,return,this,http,client
HttpComponentsClientHttpRequestFactory -> public HttpClient getHttpClient();1340648015;Return the {@code HttpClient} used by this factory.;public HttpClient getHttpClient() {_		return this.httpClient__	};return,the,code,http,client,used,by,this,factory;public,http,client,get,http,client,return,this,http,client
HttpComponentsClientHttpRequestFactory -> public HttpClient getHttpClient();1349872133;Return the {@code HttpClient} used by this factory.;public HttpClient getHttpClient() {_		return this.httpClient__	};return,the,code,http,client,used,by,this,factory;public,http,client,get,http,client,return,this,http,client
HttpComponentsClientHttpRequestFactory -> public HttpClient getHttpClient();1356735495;Return the {@code HttpClient} used by this factory.;public HttpClient getHttpClient() {_		return this.httpClient__	};return,the,code,http,client,used,by,this,factory;public,http,client,get,http,client,return,this,http,client
HttpComponentsClientHttpRequestFactory -> public HttpClient getHttpClient();1357119239;Return the {@code HttpClient} used by this factory.;public HttpClient getHttpClient() {_		return this.httpClient__	};return,the,code,http,client,used,by,this,factory;public,http,client,get,http,client,return,this,http,client
HttpComponentsClientHttpRequestFactory -> public HttpClient getHttpClient();1368482696;Return the {@code HttpClient} used by this factory.;public HttpClient getHttpClient() {_		return this.httpClient__	};return,the,code,http,client,used,by,this,factory;public,http,client,get,http,client,return,this,http,client
HttpComponentsClientHttpRequestFactory -> public HttpClient getHttpClient();1374115410;Return the {@code HttpClient} used by this factory.;public HttpClient getHttpClient() {_		return this.httpClient__	};return,the,code,http,client,used,by,this,factory;public,http,client,get,http,client,return,this,http,client
HttpComponentsClientHttpRequestFactory -> public HttpClient getHttpClient();1377627757;Return the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public HttpClient getHttpClient() {_		return this.httpClient__	};return,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,http,client,get,http,client,return,this,http,client
HttpComponentsClientHttpRequestFactory -> public HttpClient getHttpClient();1383232235;Return the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public HttpClient getHttpClient() {_		return this.httpClient__	};return,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,http,client,get,http,client,return,this,http,client
HttpComponentsClientHttpRequestFactory -> public HttpClient getHttpClient();1391439900;Return the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public HttpClient getHttpClient() {_		return this.httpClient__	};return,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,http,client,get,http,client,return,this,http,client
HttpComponentsClientHttpRequestFactory -> public HttpClient getHttpClient();1394111906;Return the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public HttpClient getHttpClient() {_		return this.httpClient__	};return,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,http,client,get,http,client,return,this,http,client
HttpComponentsClientHttpRequestFactory -> public HttpClient getHttpClient();1394469729;Return the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public HttpClient getHttpClient() {_		return this.httpClient__	};return,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,http,client,get,http,client,return,this,http,client
HttpComponentsClientHttpRequestFactory -> public HttpClient getHttpClient();1394472663;Return the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public HttpClient getHttpClient() {_		return this.httpClient__	};return,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,http,client,get,http,client,return,this,http,client
HttpComponentsClientHttpRequestFactory -> public HttpClient getHttpClient();1412780546;Return the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public HttpClient getHttpClient() {_		return this.httpClient__	};return,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,http,client,get,http,client,return,this,http,client
HttpComponentsClientHttpRequestFactory -> public HttpClient getHttpClient();1414442939;Return the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public HttpClient getHttpClient() {_		return this.httpClient__	};return,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,http,client,get,http,client,return,this,http,client
HttpComponentsClientHttpRequestFactory -> public HttpClient getHttpClient();1419262267;Return the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public HttpClient getHttpClient() {_		return this.httpClient__	};return,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,http,client,get,http,client,return,this,http,client
HttpComponentsClientHttpRequestFactory -> public HttpClient getHttpClient();1419842214;Return the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public HttpClient getHttpClient() {_		return this.httpClient__	};return,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,http,client,get,http,client,return,this,http,client
HttpComponentsClientHttpRequestFactory -> public HttpClient getHttpClient();1420464527;Return the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public HttpClient getHttpClient() {_		return this.httpClient__	};return,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,http,client,get,http,client,return,this,http,client
